jobs: [(3,17), (5,20), (8,24), (69,3), (130,2), (54,5), (4,70), (6,48), (2,158), (160,2), (15,24), (68,6), (13,33), (9,51), (68,7), (32,15), (37,13), (148,4), (10,65), (7,106), (10,75), (23,34), (32,26), (13,65), (77,11), (33,26), (44,20), (8,115), (53,18), (31,32), (12,87), (26,44), (8,148), (87,14), (72,17), (101,13), (10,134), (62,22), (9,154), (127,11), (154,10), (158,10), (24,66), (27,62), (86,21), (29,67), (31,64), (22,92), (20,105), (39,56), (79,30), (42,57), (101,24), (119,23), (41,69), (66,43), (41,73), (35,86), (24,130), (26,122), (20,160), (64,50), (159,21), (22,155), (28,122), (39,88), (36,97), (135,26), (42,84), (44,81), (24,150), (98,38), (156,24), (47,82), (104,39), (94,44), (107,40), (52,85), (44,102), (39,121), (68,70), (89,54), (42,115), (101,50), (77,67), (54,96), (45,117), (160,33), (78,69), (85,65), (50,111), (39,148), (45,133), (47,130), (72,85), (70,89), (158,40), (60,106), (54,120), (152,43), (54,124), (87,77), (118,59), (62,115), (65,110), (61,118), (63,115), (75,100), (97,78), (89,86), (68,114), (49,159), (67,124), (52,160), (111,75), (121,69), (139,62), (58,150), (59,151), (101,89), (110,82), (122,75), (106,88), (127,75), (131,74), (132,76), (78,133), (154,68), (70,158), (105,116), (146,85), (137,91), (84,154), (143,95), (91,155), (107,133), (101,141), (136,105), (108,133), (153,94), (121,122), (121,124), (115,131), (99,155), (144,109), (150,105), (109,148), (138,120), (107,155), (130,132), (122,146), (118,160), (160,123), (143,139), (156,129), (152,136), (148,149), (142,158), (152,149), (157,154)]
iter3: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter4: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

jobs: [(2,1), (8,7), (1,78), (1,123), (28,5), (78,2), (22,8), (8,23), (4,60), (86,3), (2,160), (3,112), (5,85), (5,88), (40,12), (21,23), (70,7), (139,4), (42,14), (11,56), (6,110), (7,108), (5,153), (85,9), (19,43), (27,34), (6,154), (20,47), (47,23), (15,77), (8,157), (142,9), (119,11), (22,61), (34,41), (100,14), (12,124), (111,14), (20,84), (68,25), (126,14), (16,119), (45,43), (82,25), (20,103), (24,94), (28,83), (147,16), (85,28), (27,90), (36,68), (139,18), (64,41), (25,105), (81,33), (75,36), (90,30), (133,21), (70,40), (141,21), (61,50), (133,24), (26,123), (43,76), (83,40), (53,66), (101,35), (31,115), (72,50), (77,48), (70,54), (132,29), (156,25), (126,31), (36,109), (31,129), (72,59), (142,31), (82,55), (144,32), (106,44), (30,156), (55,88), (94,52), (99,52), (113,46), (51,104), (38,142), (60,90), (59,94), (121,46), (50,112), (79,72), (38,151), (50,118), (46,135), (48,130), (125,53), (128,53), (117,58), (85,83), (66,110), (79,92), (56,131), (135,55), (60,126), (68,116), (131,62), (87,95), (145,64), (129,72), (90,104), (68,140), (64,150), (63,155), (123,80), (74,133), (143,69), (76,134), (145,71), (116,91), (103,103), (119,91), (147,74), (132,83), (84,132), (154,72), (146,79), (94,126), (114,105), (108,113), (102,126), (83,155), (116,113), (155,85), (90,153), (118,118), (160,89), (117,122), (131,110), (143,103), (143,104), (98,160), (115,137), (111,142), (149,108), (149,109), (110,150), (146,117), (153,112), (122,142), (145,122), (113,157), (151,119), (116,156), (132,150), (152,136), (136,156), (148,144), (149,160)]
iter1: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter2: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter3: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter4: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

jobs: [(38,1), (1,97), (1,99), (1,111), (54,4), (7,32), (16,21), (78,5), (3,139), (45,10), (21,23), (27,18), (17,30), (16,33), (48,11), (67,8), (38,15), (14,42), (21,31), (35,21), (9,89), (17,48), (139,6), (140,6), (86,10), (8,109), (33,31), (34,32), (52,22), (18,66), (108,11), (27,46), (22,64), (41,35), (24,60), (30,48), (39,38), (48,31), (149,10), (123,13), (102,16), (37,46), (11,158), (158,11), (57,31), (12,153), (13,142), (105,18), (109,18), (46,44), (21,99), (17,126), (153,14), (56,39), (68,33), (113,20), (17,137), (156,15), (35,67), (92,26), (27,92), (104,24), (140,18), (118,22), (23,118), (28,105), (95,31), (149,20), (38,79), (27,113), (61,51), (117,27), (21,152), (45,71), (56,59), (120,29), (129,27), (111,34), (27,140), (52,76), (80,51), (35,119), (62,70), (33,143), (135,35), (88,56), (145,34), (47,107), (72,71), (108,48), (61,87), (88,64), (110,52), (63,91), (54,115), (119,54), (88,77), (113,61), (72,97), (67,115), (93,83), (115,69), (129,62), (113,71), (82,98), (68,123), (58,150), (64,137), (130,68), (96,97), (115,82), (68,140), (63,153), (104,99), (126,82), (113,92), (120,88), (140,77), (113,97), (136,82), (143,78), (98,114), (132,86), (94,123), (93,128), (81,147), (153,81), (83,153), (155,85), (149,89), (124,109), (129,105), (102,134), (119,115), (107,128), (106,137), (158,92), (156,94), (130,113), (96,156), (158,96), (135,115), (112,141), (105,152), (107,155), (119,144), (150,116), (154,120), (158,119), (133,142), (135,140), (147,130), (155,124), (138,148), (137,153), (146,145), (146,152), (156,144), (149,152), (151,152)]
iter1: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter2: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter3: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter4: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter5: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

jobs: [(4,9), (19,3), (3,27), (43,2), (2,46), (29,4), (1,126), (1,136), (3,81), (49,6), (121,4), (121,4), (100,5), (5,107), (96,6), (4,146), (34,19), (28,25), (73,10), (147,5), (50,15), (6,126), (16,48), (10,86), (87,10), (8,125), (33,32), (55,21), (76,18), (96,15), (133,11), (21,82), (61,29), (16,111), (49,37), (22,85), (84,23), (43,50), (30,74), (94,25), (79,30), (24,99), (43,58), (19,132), (19,134), (86,30), (28,93), (22,128), (68,43), (30,99), (19,158), (72,43), (149,21), (123,26), (73,44), (27,121), (118,28), (27,123), (106,32), (63,55), (51,70), (148,25), (41,91), (41,91), (72,53), (144,27), (93,42), (49,85), (43,100), (28,155), (84,52), (154,29), (68,68), (114,43), (47,105), (143,35), (86,60), (123,42), (72,73), (101,53), (79,68), (73,74), (135,41), (155,36), (89,65), (64,92), (156,38), (71,84), (124,49), (94,66), (74,85), (91,70), (86,76), (50,131), (56,118), (91,77), (49,144), (63,113), (129,57), (117,64), (148,52), (113,70), (125,64), (87,93), (142,59), (65,129), (60,144), (120,75), (82,111), (92,99), (152,60), (117,80), (97,98), (131,73), (88,112), (124,80), (96,104), (72,141), (131,78), (76,140), (68,158), (125,88), (117,96), (74,152), (75,153), (160,72), (78,151), (101,117), (152,80), (105,116), (120,102), (135,91), (86,146), (105,124), (117,120), (98,144), (113,125), (113,129), (128,117), (120,125), (106,142), (136,111), (141,112), (107,148), (101,159), (134,121), (120,139), (144,117), (111,155), (124,140), (125,152), (144,132), (143,137), (135,151), (131,156), (146,144), (156,142), (148,155), (149,155), (157,160)]
iter1: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter2: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter3: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter4: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

jobs: [(4,9), (2,21), (1,92), (2,148), (104,3), (9,53), (48,13), (14,45), (38,17), (97,7), (17,50), (21,44), (51,19), (34,29), (94,11), (69,15), (68,16), (122,9), (49,23), (126,9), (20,57), (9,128), (97,12), (49,25), (10,124), (38,33), (37,35), (12,108), (11,119), (10,143), (56,26), (104,15), (46,34), (15,121), (122,15), (15,125), (45,43), (73,27), (146,14), (89,24), (83,26), (19,115), (15,147), (39,57), (39,57), (51,45), (41,56), (22,106), (22,109), (20,124), (30,85), (112,23), (147,18), (99,27), (34,81), (77,36), (80,35), (38,79), (68,45), (48,71), (25,141), (86,41), (70,51), (37,97), (44,83), (147,25), (37,100), (33,118), (39,100), (59,67), (153,26), (42,95), (31,132), (71,59), (37,115), (51,84), (120,36), (102,43), (41,107), (118,38), (33,137), (50,91), (33,138), (108,45), (65,77), (61,84), (56,94), (85,62), (120,45), (102,53), (36,153), (41,135), (94,59), (125,45), (96,59), (44,133), (123,48), (77,79), (89,69), (126,49), (128,49), (64,99), (135,48), (59,112), (136,49), (139,48), (85,81), (59,117), (71,100), (98,73), (120,60), (129,57), (54,137), (67,114), (118,67), (70,120), (136,62), (106,81), (85,102), (70,124), (109,80), (101,89), (70,131), (69,135), (149,65), (152,65), (73,140), (127,82), (75,139), (72,148), (93,119), (92,123), (90,131), (130,91), (114,104), (140,85), (102,119), (135,94), (119,108), (98,135), (101,131), (154,86), (127,106), (102,135), (137,102), (109,137), (110,139), (105,149), (119,134), (136,124), (119,146), (123,142), (120,148), (137,131), (127,150), (151,135), (150,148), (153,148), (156,150), (151,159)]
iter1: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter2: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter3: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter4: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

